Car_Name_old,Year,Selling_Price,Present_Price,Driven_kms,Fuel_Type,Selling_type,Transmission,Owner,Matched_Car,Car_Name_new,Power_BHP,Mileage_kmpl,Price_Lakhs,Brand,Brand_Goodwill
bajaj discover 125,2012,0.2,0.57,25000,Petrol,Individual,Manual,1,discovery,discovery,296.0,10.5,134.0,discovery,120.4458064516129
hero hunk,2007,0.2,0.75,49000,Petrol,Individual,Manual,1,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
hero  ignitor disc,2013,0.2,0.65,24000,Petrol,Individual,Manual,1,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
hero  cbz xtreme,2008,0.2,0.787,50000,Petrol,Individual,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
bajaj  ct 100,2015,0.18,0.32,35000,Petrol,Individual,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
activa 3g,2008,0.17,0.52,500000,Petrol,Individual,Automatic,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
honda cb twister,2010,0.16,0.51,33000,Petrol,Individual,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
bajaj discover 125,2011,0.15,0.57,35000,Petrol,Individual,Manual,1,discovery,discovery,296.0,10.5,134.0,discovery,120.4458064516129
honda cb shine,2007,0.12,0.58,53000,Petrol,Individual,Manual,0,honda city hybrid ehev,honda city hybrid ehev,97.0,27.0,20.89,honda,12.212
bajaj pulsar 150,2006,0.1,0.75,92233,Petrol,Individual,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
i20,2010,3.25,6.79,58000,Diesel,Dealer,Manual,1,hyundai i20,hyundai i20,84.5,19.326771653543307,7.04,hyundai,14.518571428571429
grand i10,2015,4.4,5.7,28200,Petrol,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
i10,2011,2.95,4.6,53460,Petrol,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
eon,2015,2.75,4.43,28282,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
grand i10,2016,5.25,5.7,3493,Petrol,Dealer,Manual,1,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
xcent,2017,5.75,7.13,12479,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
grand i10,2015,5.15,5.7,34797,Petrol,Dealer,Automatic,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
i20,2017,7.9,8.1,3435,Petrol,Dealer,Manual,0,hyundai i20,hyundai i20,84.5,19.326771653543307,7.04,hyundai,14.518571428571429
grand i10,2015,4.85,5.7,21125,Diesel,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
i10,2012,3.1,4.6,35775,Petrol,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
elantra,2015,11.75,14.79,43535,Diesel,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
creta,2016,11.25,13.6,22671,Petrol,Dealer,Manual,0,hyundai creta,hyundai creta,135.5,19.326771653543307,11.11,hyundai,14.518571428571429
i20,2011,2.9,6.79,31604,Petrol,Dealer,Manual,0,hyundai i20,hyundai i20,84.5,19.326771653543307,7.04,hyundai,14.518571428571429
grand i10,2017,5.25,5.7,20114,Petrol,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
verna,2012,4.5,9.4,36100,Petrol,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
eon,2016,2.9,4.43,12500,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
eon,2016,3.15,4.43,15000,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
verna,2014,6.45,8.4,45078,Petrol,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
verna,2012,4.5,9.4,36000,Petrol,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
eon,2017,3.5,5.43,38488,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
i20,2013,4.5,6.79,32000,Petrol,Dealer,Automatic,0,hyundai i20,hyundai i20,84.5,19.326771653543307,7.04,hyundai,14.518571428571429
i20,2014,6.0,7.6,77632,Diesel,Dealer,Manual,0,hyundai i20,hyundai i20,84.5,19.326771653543307,7.04,hyundai,14.518571428571429
verna,2015,8.25,9.4,61381,Diesel,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
verna,2013,5.11,9.4,36198,Petrol,Dealer,Automatic,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
i10,2011,2.7,4.6,22517,Petrol,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
grand i10,2015,5.25,5.7,24678,Petrol,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
i10,2011,2.55,4.43,57000,Petrol,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
verna,2012,4.95,9.4,60000,Diesel,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
i20,2012,3.1,6.79,52132,Diesel,Dealer,Manual,0,hyundai i20,hyundai i20,84.5,19.326771653543307,7.04,hyundai,14.518571428571429
verna,2013,6.15,9.4,45000,Diesel,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
verna,2017,9.25,9.4,15001,Petrol,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
elantra,2015,11.45,14.79,12900,Petrol,Dealer,Automatic,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
grand i10,2013,3.9,5.7,53000,Diesel,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
grand i10,2015,5.5,5.7,4492,Petrol,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
verna,2017,9.1,9.4,15141,Petrol,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
eon,2016,3.1,4.43,11849,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
creta,2015,11.25,13.6,68000,Diesel,Dealer,Manual,0,hyundai creta,hyundai creta,135.5,19.326771653543307,11.11,hyundai,14.518571428571429
verna,2013,4.8,9.4,60241,Petrol,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
eon,2012,2.0,4.43,23709,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
verna,2012,5.35,9.4,32322,Diesel,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
xcent,2015,4.75,7.13,35866,Petrol,Dealer,Manual,1,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
xcent,2014,4.4,7.13,34000,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
i20,2016,6.25,7.6,7000,Petrol,Dealer,Manual,0,hyundai i20,hyundai i20,84.5,19.326771653543307,7.04,hyundai,14.518571428571429
verna,2013,5.95,9.4,49000,Diesel,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
verna,2012,5.2,9.4,71000,Diesel,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
i20,2012,3.75,6.79,35000,Petrol,Dealer,Manual,0,hyundai i20,hyundai i20,84.5,19.326771653543307,7.04,hyundai,14.518571428571429
verna,2015,5.95,9.4,36000,Petrol,Dealer,Manual,0,hyundai verna,hyundai verna,135.5,19.0,11.07,hyundai,14.518571428571429
i10,2013,4.0,4.6,30000,Petrol,Dealer,Manual,0,hyundai grand i10 nios,hyundai grand i10 nios,75.0,19.326771653543307,5.98,hyundai,14.518571428571429
i20,2016,5.25,7.6,17000,Petrol,Dealer,Manual,0,hyundai i20,hyundai i20,84.5,19.326771653543307,7.04,hyundai,14.518571428571429
creta,2016,12.9,13.6,35934,Diesel,Dealer,Manual,0,hyundai creta,hyundai creta,135.5,19.326771653543307,11.11,hyundai,14.518571428571429
city,2013,5.0,9.9,56701,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
brio,2015,5.4,6.82,31427,Petrol,Dealer,Automatic,0,mercedes-benz cle cabriolet,mercedes-benz cle cabriolet,255.0,19.326771653543307,111.0,mercedes-benz,179.01666666666668
city,2014,7.2,9.9,48000,Diesel,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2013,5.25,9.9,54242,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
brio,2012,3.0,5.35,53675,Petrol,Dealer,Manual,0,mercedes-benz cle cabriolet,mercedes-benz cle cabriolet,255.0,19.326771653543307,111.0,mercedes-benz,179.01666666666668
city,2016,10.25,13.6,49562,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2015,8.5,13.6,40324,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2015,8.4,13.6,25000,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual,0,honda amaze,honda amaze,89.0,18.5,8.14,honda,12.212
city,2016,9.15,13.6,29223,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
brio,2016,5.5,5.97,5600,Petrol,Dealer,Manual,0,mercedes-benz cle cabriolet,mercedes-benz cle cabriolet,255.0,19.326771653543307,111.0,mercedes-benz,179.01666666666668
amaze,2015,4.0,5.8,40023,Petrol,Dealer,Manual,0,honda amaze,honda amaze,89.0,18.5,8.14,honda,12.212
jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
amaze,2015,4.0,7.0,40026,Petrol,Dealer,Manual,0,honda amaze,honda amaze,89.0,18.5,8.14,honda,12.212
jazz,2017,6.5,8.7,21200,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual,0,honda amaze,honda amaze,89.0,18.5,8.14,honda,12.212
city,2016,8.35,9.4,19434,Diesel,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
brio,2017,4.8,5.8,19000,Petrol,Dealer,Manual,0,mercedes-benz cle cabriolet,mercedes-benz cle cabriolet,255.0,19.326771653543307,111.0,mercedes-benz,179.01666666666668
city,2015,6.7,10.0,18828,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2011,4.1,10.0,69341,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2009,3.0,10.0,69562,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2015,7.5,10.0,27600,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
jazz,2010,2.25,7.5,61203,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
brio,2014,5.3,6.8,16500,Petrol,Dealer,Manual,0,mercedes-benz cle cabriolet,mercedes-benz cle cabriolet,255.0,19.326771653543307,111.0,mercedes-benz,179.01666666666668
city,2016,10.9,13.6,30753,Petrol,Dealer,Automatic,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2015,8.65,13.6,24800,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2015,9.7,13.6,21780,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
jazz,2016,6.0,8.4,4000,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
city,2014,6.25,13.6,40126,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
brio,2015,5.25,5.9,14465,Petrol,Dealer,Manual,0,mercedes-benz cle cabriolet,mercedes-benz cle cabriolet,255.0,19.326771653543307,111.0,mercedes-benz,179.01666666666668
city,2006,2.1,7.6,50456,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2014,8.25,14.0,63000,Diesel,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2016,8.99,11.8,9010,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
brio,2013,3.5,5.9,9800,Petrol,Dealer,Manual,0,mercedes-benz cle cabriolet,mercedes-benz cle cabriolet,255.0,19.326771653543307,111.0,mercedes-benz,179.01666666666668
jazz,2016,7.4,8.5,15059,Petrol,Dealer,Automatic,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
jazz,2016,5.65,7.9,28569,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic,0,honda amaze,honda amaze,89.0,18.5,8.14,honda,12.212
city,2015,8.4,13.6,34000,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2016,10.11,13.6,10980,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
amaze,2014,4.5,6.4,19000,Petrol,Dealer,Manual,0,honda amaze,honda amaze,89.0,18.5,8.14,honda,12.212
brio,2015,5.4,6.1,31427,Petrol,Dealer,Manual,0,mercedes-benz cle cabriolet,mercedes-benz cle cabriolet,255.0,19.326771653543307,111.0,mercedes-benz,179.01666666666668
jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual,0,,,144.33815028901734,19.326771653543307,,unknown,120.4458064516129
city,2010,3.25,9.9,38000,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
amaze,2014,3.75,6.8,33019,Petrol,Dealer,Manual,0,honda amaze,honda amaze,89.0,18.5,8.14,honda,12.212
city,2015,8.55,13.09,60076,Diesel,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2016,9.5,11.6,33988,Diesel,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
brio,2015,4.0,5.9,60000,Petrol,Dealer,Manual,0,mercedes-benz cle cabriolet,mercedes-benz cle cabriolet,255.0,19.326771653543307,111.0,mercedes-benz,179.01666666666668
city,2009,3.35,11.0,87934,Petrol,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual,0,honda city,honda city,119.0,17.5,12.42,honda,12.212
brio,2016,5.3,5.9,5464,Petrol,Dealer,Manual,0,mercedes-benz cle cabriolet,mercedes-benz cle cabriolet,255.0,19.326771653543307,111.0,mercedes-benz,179.01666666666668
